Date,Symbol,Open,High,Low,Close,Volume
2013-11-25,AAPL,74.431427,75.12428299999998,74.428574,74.82,57327900
2013-11-26,AAPL,74.87428299999998,76.591431,74.85714,76.199997,100345700
2013-11-27,AAPL,76.61571500000002,78.0,76.199997,77.994286,90862100
2013-11-29,AAPL,78.497147,79.761429,78.25856800000003,79.438568,79531900
2013-12-02,AAPL,79.714287,80.61856800000002,78.688568,78.747147,118136200
2013-12-03,AAPL,79.757141,80.91143000000002,79.668571,80.902855,112742000
2013-12-04,AAPL,80.785713,81.312859,80.117142,80.714287,94452400
2013-12-05,AAPL,81.807144,82.16285699999997,80.915718,81.128571,111895000
2013-12-06,AAPL,80.827141,80.964287,79.938568,80.002853,86088100
2013-12-09,AAPL,80.128571,81.36856800000002,80.128571,80.918571,80123400
2013-12-10,AAPL,80.511429,81.12571700000002,80.171425,80.792854,69567400
2013-12-11,AAPL,81.0,81.567146,79.955711,80.194283,89929700
2013-12-12,AAPL,80.305717,80.762856,80.004288,80.077141,65572500
2013-12-13,AAPL,80.407143,80.41143000000002,79.095711,79.204285,83205500
2013-12-16,AAPL,79.288574,80.377144,79.28714000000002,79.64286,70648200
2013-12-17,AAPL,79.40142800000002,79.91999799999998,79.054283,79.284286,57475600
2013-12-18,AAPL,78.528572,78.778572,76.971428,78.681427,141465800
2013-12-19,AAPL,78.5,78.571426,77.675713,77.779999,80077200
2013-12-20,AAPL,77.918571,78.80143000000002,77.831429,78.431427,109103400
2013-12-23,AAPL,81.14286,81.531425,80.394287,81.441429,125326600
2013-12-24,AAPL,81.41285699999997,81.697144,80.861427,81.095711,41888700
2013-12-26,AAPL,81.157143,81.35714,80.482857,80.557144,51002000
2013-12-27,AAPL,80.545715,80.629997,79.928574,80.012856,56471100
2013-12-30,AAPL,79.637146,80.012856,78.902855,79.21714,63407400
2013-12-31,AAPL,79.16714499999998,80.182854,79.14286,80.145714,55771100
2014-01-02,AAPL,79.382858,79.575714,78.860001,79.01857,58671200
2014-01-03,AAPL,78.980003,79.099998,77.204285,77.28286,98116900
2014-01-06,AAPL,76.778572,78.114288,76.228569,77.704285,103152700
2014-01-07,AAPL,77.760002,77.994286,76.845711,77.148575,79302300
2014-01-08,AAPL,76.97285500000002,77.937141,76.955711,77.637146,64632400
2014-01-09,AAPL,78.114288,78.122856,76.478569,76.645714,69787200
2014-01-10,AAPL,77.11856800000002,77.257141,75.872856,76.13428499999998,76244000
2014-01-13,AAPL,75.701431,77.5,75.697144,76.53286,94623200
2014-01-14,AAPL,76.888573,78.104286,76.808571,78.055717,83140400
2014-01-15,AAPL,79.074287,80.028572,78.808571,79.622856,97909700
2014-01-16,AAPL,79.271431,79.550003,78.811432,79.178574,57319500
2014-01-17,AAPL,78.78286,78.867142,77.128571,77.238571,106684900
2014-01-21,AAPL,77.284286,78.581429,77.20285799999998,78.438568,82131700
2014-01-22,AAPL,78.701431,79.612854,78.25856800000003,78.78714000000002,94996300
2014-01-23,AAPL,78.562859,79.5,77.83000200000002,79.454285,100809800
2014-01-24,AAPL,79.14286,79.37428299999998,77.821426,78.010002,107338700
2014-01-27,AAPL,78.581429,79.257141,77.964287,78.64286,138719700
2014-01-28,AAPL,72.68,73.571426,71.724289,72.35714,266380800
2014-01-29,AAPL,71.992859,72.48143,71.23143,71.535713,125702500
2014-01-30,AAPL,71.791428,72.35714,70.957146,71.397141,169625400
2014-01-31,AAPL,70.739998,71.647141,70.507141,71.514282,116199300
2014-02-03,AAPL,71.80143000000002,72.53286,71.328575,71.647141,100366000
2014-02-04,AAPL,72.264282,72.779999,71.822861,72.684288,94170300
2014-02-05,AAPL,72.36571500000002,73.611427,72.321426,73.227142,82086200
2014-02-06,AAPL,72.86571500000002,73.35714,72.544289,73.215714,64441300
2014-02-07,AAPL,74.482857,74.704285,73.91143000000002,74.239998,92570100
2014-02-10,AAPL,74.094284,75.998573,74.0,75.57,86389800
2014-02-11,AAPL,75.80143000000002,76.821426,75.64286,76.565712,70564200
2014-02-12,AAPL,76.707146,77.08000200000002,76.177139,76.559998,77025200
2014-02-13,AAPL,76.379997,77.835716,76.314285,77.775711,76849500
2014-02-14,AAPL,77.495712,77.997147,77.315712,77.71285999999998,68231100
2014-02-18,AAPL,78.0,78.74143199999997,77.944283,77.998573,65062900
2014-02-19,AAPL,77.821426,78.127144,76.335716,76.767143,78442000
2014-02-20,AAPL,76.141426,76.714287,75.571426,75.878571,76464500
2014-02-21,AAPL,76.112854,76.367142,74.942856,75.035713,69696200
2014-02-24,AAPL,74.735718,75.70285799999998,74.63143199999998,75.364288,72227400
2014-02-25,AAPL,75.62571700000002,75.652855,74.428574,74.58000200000002,57988000
2014-02-26,AAPL,74.80143000000002,75.0,73.657143,73.907143,69054300
2014-02-27,AAPL,73.877144,75.540001,73.721428,75.38143199999998,75470500
2014-02-28,AAPL,75.58285500000002,76.10714,74.58856999999998,75.177139,92992200
2014-03-03,AAPL,74.774284,75.807144,74.687141,75.394287,59695300
2014-03-04,AAPL,75.85714,76.091431,75.395714,75.891426,64785000
2014-03-05,AAPL,75.845711,76.39286,75.589996,76.05143000000002,50015700
2014-03-06,AAPL,76.112854,76.34857199999998,75.442856,75.821426,46372200
2014-03-07,AAPL,75.870003,75.997147,75.150002,75.77714499999998,55182400
2014-03-10,AAPL,75.480003,76.190002,75.477142,75.845711,44646000
2014-03-11,AAPL,76.492859,76.96285999999998,76.084282,76.584282,69806100
2014-03-12,AAPL,76.358574,76.764282,76.0,76.658569,49831600
2014-03-13,AAPL,76.77714499999998,77.094284,75.594284,75.807144,64435700
2014-03-14,AAPL,75.541428,75.841431,74.714287,74.955711,59299800
2014-03-17,AAPL,75.385712,75.709999,75.121429,75.248573,49886200
2014-03-18,AAPL,75.128571,75.995712,75.028572,75.914284,52411800
2014-03-19,AAPL,76.03714000000002,76.605713,75.571426,75.894287,56189000
2014-03-20,AAPL,75.69856999999998,76.095711,75.335716,75.528572,52099600
2014-03-21,AAPL,75.989998,76.25,75.190002,76.12428299999998,93511600
2014-03-24,AAPL,76.91714499999998,77.214287,76.437141,77.02714499999998,88925200
2014-03-25,AAPL,77.35714,77.964287,77.084282,77.855713,70573300
2014-03-26,AAPL,78.074287,78.428574,76.980003,77.111427,74942000
2014-03-27,AAPL,77.145714,77.35714,76.445717,76.779999,55507900
2014-03-28,AAPL,76.902855,76.99143199999997,76.321426,76.694283,50141000
2014-03-31,AAPL,77.03286,77.25856800000003,76.561432,76.677139,42167300
2014-04-01,AAPL,76.822861,77.410004,76.681427,77.378571,50190000
2014-04-02,AAPL,77.482857,77.639999,77.18,77.507141,45105200
2014-04-03,AAPL,77.341431,77.5,76.805717,76.970001,40586000
2014-04-04,AAPL,77.11571500000002,77.14286,75.79714200000002,75.974289,68812800
2014-04-07,AAPL,75.431427,75.842857,74.555717,74.781425,72462600
2014-04-08,AAPL,75.02714499999998,75.160004,74.099998,74.77714499999998,60972100
2014-04-09,AAPL,74.66285699999997,75.784286,74.574287,75.760002,51542400
2014-04-10,AAPL,75.811432,76.034286,74.738571,74.78286,59913000
2014-04-11,AAPL,74.14286,74.690002,73.877144,74.230003,67929400
2014-04-14,AAPL,74.557144,74.594284,73.887146,74.525711,51418500
2014-04-15,AAPL,74.324287,74.519997,73.04714200000002,73.994286,66622500
2014-04-16,AAPL,74.007141,74.441429,73.44856999999998,74.144287,53691400
2014-04-17,AAPL,74.285713,75.394287,74.171425,74.99143199999997,71083600
2014-04-21,AAPL,75.048569,76.019997,74.851425,75.88143199999998,45637200
2014-04-22,AAPL,75.47285500000002,75.975716,75.214287,75.957146,50640800
2014-04-23,AAPL,75.58000200000002,75.87571700000002,74.921425,74.964287,98735000
2014-04-24,AAPL,81.172859,81.428574,80.104286,81.110001,189977900
2014-04-25,AAPL,80.647141,81.71285999999998,80.565712,81.705711,97568800
2014-04-28,AAPL,81.828575,85.10714,81.792854,84.870003,167371400
2014-04-29,AAPL,84.82,85.139999,84.215714,84.61856800000002,84344400
2014-04-30,AAPL,84.66285699999997,85.632858,84.257141,84.298569,114160200
2014-05-01,AAPL,84.571426,84.971428,83.76571700000002,84.497147,61012000
2014-05-02,AAPL,84.620003,84.885712,84.244286,84.654289,47878600
2014-05-05,AAPL,84.305717,85.85714,84.285713,85.851425,71766800
2014-05-06,AAPL,85.971428,86.344284,84.915718,84.915718,93641100
2014-05-07,AAPL,85.035713,85.327141,83.961426,84.61856800000002,70716100
2014-05-08,AAPL,84.035713,84.915718,83.771431,83.998573,57574300
2014-05-09,AAPL,83.505714,83.75,82.904289,83.648575,72899400
2014-05-12,AAPL,83.927139,84.808571,83.914284,84.690002,53302200
2014-05-13,AAPL,84.571426,84.934288,84.385712,84.822861,39934300
2014-05-14,AAPL,84.632858,85.342857,84.534286,84.83856999999998,41601000
2014-05-15,AAPL,84.957146,85.228569,84.005714,84.117142,57711500
2014-05-16,AAPL,84.089996,85.361427,83.628571,85.358574,69064100
2014-05-19,AAPL,85.407143,86.761429,85.33285500000002,86.370003,79438800
2014-05-20,AAPL,86.358574,86.628571,85.818573,86.387146,58709000
2014-05-21,AAPL,86.261429,86.671425,86.00856800000003,86.61571500000002,49214900
2014-05-22,AAPL,86.657143,87.121429,86.300003,86.752853,50190000
2014-05-23,AAPL,86.75,87.818573,86.638573,87.732857,58052400
2014-05-27,AAPL,87.982857,89.408569,87.947144,89.37571700000002,87216500
2014-05-28,AAPL,89.431427,89.975716,89.111427,89.144287,78870400
2014-05-29,AAPL,89.692856,90.98143,89.681427,90.76857,94118500
2014-05-30,AAPL,91.139999,92.024284,89.842857,90.428574,141005200
2014-06-02,AAPL,90.565712,90.690002,88.928574,89.807144,92337700
2014-06-03,AAPL,89.779999,91.248573,89.75,91.077141,73177300
2014-06-04,AAPL,91.062859,92.555717,90.872856,92.117142,83870500
2014-06-05,AAPL,92.314285,92.767143,91.80143,92.478569,75951400
2014-06-06,AAPL,92.842857,93.03714,92.067146,92.224289,87484600
2014-06-09,AAPL,92.699997,93.879997,91.75,93.699997,75415000
2014-06-10,AAPL,94.730003,95.050003,93.57,94.25,62777000
2014-06-11,AAPL,94.129997,94.760002,93.470001,93.860001,45681000
2014-06-12,AAPL,94.040001,94.120003,91.900002,92.290001,54749000
2014-06-13,AAPL,92.199997,92.440002,90.879997,91.279999,54525000
2014-06-16,AAPL,91.510002,92.75,91.449997,92.199997,35561000
2014-06-17,AAPL,92.309998,92.699997,91.800003,92.080002,29726000
2014-06-18,AAPL,92.269997,92.290001,91.349998,92.18,33514000
2014-06-19,AAPL,92.290001,92.300003,91.339996,91.860001,35528000
2014-06-20,AAPL,91.849998,92.550003,90.900002,90.910004,100898000
2014-06-23,AAPL,91.32,91.620003,90.599998,90.830002,43694000
2014-06-24,AAPL,90.75,91.739998,90.190002,90.279999,39036000
2014-06-25,AAPL,90.209999,90.699997,89.650002,90.360001,36869000
2014-06-26,AAPL,90.370003,91.050003,89.800003,90.900002,32629000
2014-06-27,AAPL,90.82,92.0,90.769997,91.980003,64029000
2014-06-30,AAPL,92.099998,93.730003,92.089996,92.93,49482300
2014-07-01,AAPL,93.519997,94.07,93.129997,93.519997,38223000
2014-07-02,AAPL,93.870003,94.059998,93.089996,93.480003,28465000
2014-07-03,AAPL,93.669998,94.099998,93.199997,94.029999,22891800
2014-07-07,AAPL,94.139999,95.989998,94.099998,95.970001,56468000
2014-07-08,AAPL,96.269997,96.800003,93.919998,95.349998,65222000
2014-07-09,AAPL,95.440002,95.949997,94.760002,95.389999,36436000
2014-07-10,AAPL,93.760002,95.550003,93.519997,95.040001,39686000
2014-07-11,AAPL,95.360001,95.889999,94.860001,95.220001,34018000
2014-07-14,AAPL,95.860001,96.889999,95.650002,96.449997,42810000
2014-07-15,AAPL,96.800003,96.849998,95.029999,95.32,45477900
2014-07-16,AAPL,96.970001,97.099998,94.739998,94.779999,53396300
2014-07-17,AAPL,95.029999,95.279999,92.57,93.089996,57298000
2014-07-18,AAPL,93.620003,94.739998,93.019997,94.43,49988000
2014-07-21,AAPL,94.989998,95.0,93.720001,93.940002,39079000
2014-07-22,AAPL,94.68,94.889999,94.120003,94.720001,55197000
2014-07-23,AAPL,95.419998,97.879997,95.169998,97.190002,92918000
2014-07-24,AAPL,97.040001,97.32,96.419998,97.029999,45729000
2014-07-25,AAPL,96.849998,97.839996,96.639999,97.669998,43469000
2014-07-28,AAPL,97.82,99.239998,97.550003,99.019997,55318000
2014-07-29,AAPL,99.330002,99.440002,98.25,98.379997,43143000
2014-07-30,AAPL,98.440002,98.699997,97.669998,98.150002,33010000
2014-07-31,AAPL,97.160004,97.449997,95.330002,95.599998,56843000
2014-08-01,AAPL,94.900002,96.620003,94.809998,96.129997,48511000
2014-08-04,AAPL,96.370003,96.580002,95.169998,95.589996,39958000
2014-08-05,AAPL,95.360001,95.68,94.360001,95.120003,55933000
2014-08-06,AAPL,94.75,95.480003,94.709999,94.959999,38558000
2014-08-07,AAPL,94.93,95.949997,94.099998,94.480003,46711000
2014-08-08,AAPL,94.260002,94.82,93.279999,94.739998,41865000
2014-08-11,AAPL,95.269997,96.080002,94.839996,95.989998,36585000
2014-08-12,AAPL,96.040001,96.879997,95.610001,95.970001,33795000
2014-08-13,AAPL,96.150002,97.239998,96.040001,97.239998,31916000
2014-08-14,AAPL,97.330002,97.57,96.800003,97.5,28116000
2014-08-15,AAPL,97.900002,98.190002,96.860001,97.980003,48951000
2014-08-18,AAPL,98.489998,99.370003,97.980003,99.160004,47572000
2014-08-19,AAPL,99.410004,100.68,99.32,100.529999,69399000
2014-08-20,AAPL,100.440002,101.089996,99.949997,100.57,52699000
2014-08-21,AAPL,100.57,100.940002,100.110001,100.580002,33478000
2014-08-22,AAPL,100.290001,101.470001,100.190002,101.32,44184000
2014-08-25,AAPL,101.790001,102.169998,101.279999,101.540001,40270000
2014-08-26,AAPL,101.419998,101.5,100.860001,100.889999,33152000
2014-08-27,AAPL,101.019997,102.57,100.699997,102.129997,52369000
2014-08-28,AAPL,101.589996,102.779999,101.559998,102.25,68460000
2014-08-29,AAPL,102.860001,102.900002,102.199997,102.5,44595000
2014-09-02,AAPL,103.059998,103.739998,102.720001,103.300003,53564000
2014-09-03,AAPL,103.099998,103.199997,98.580002,98.940002,125421000
2014-09-04,AAPL,98.849998,100.089996,97.790001,98.120003,85718000
2014-09-05,AAPL,98.800003,99.389999,98.309998,98.970001,58457000
2014-09-08,AAPL,99.300003,99.309998,98.050003,98.360001,46356700
2014-09-09,AAPL,99.080002,103.080002,96.139999,97.989998,189846300
2014-09-10,AAPL,98.010002,101.110001,97.760002,101.0,100869600
2014-09-11,AAPL,100.410004,101.440002,99.620003,101.43,62353100
2014-09-12,AAPL,101.209999,102.190002,101.080002,101.660004,62626100
2014-09-15,AAPL,102.809998,103.050003,101.440002,101.629997,61316500
2014-09-16,AAPL,99.800003,101.260002,98.889999,100.860001,66908100
2014-09-17,AAPL,101.269997,101.800003,100.589996,101.580002,60926500
2014-09-18,AAPL,101.93,102.349998,101.559998,101.790001,37299400
2014-09-19,AAPL,102.290001,102.349998,100.5,100.959999,70902400
2014-09-22,AAPL,101.800003,102.139999,100.580002,101.059998,52788400
2014-09-23,AAPL,100.599998,102.940002,100.540001,102.639999,63402200
2014-09-24,AAPL,102.160004,102.849998,101.199997,101.75,60171800
2014-09-25,AAPL,100.510002,100.709999,97.720001,97.870003,100092000
2014-09-26,AAPL,98.529999,100.75,98.400002,100.75,62370500
2014-09-29,AAPL,98.650002,100.440002,98.629997,100.110001,49766300
2014-09-30,AAPL,100.809998,101.540001,100.529999,100.75,55264100
2014-10-01,AAPL,100.589996,100.690002,98.699997,99.18,51491300
2014-10-02,AAPL,99.269997,100.220001,98.040001,99.900002,47757800
2014-10-03,AAPL,99.440002,100.209999,99.040001,99.620003,43469600
2014-10-06,AAPL,99.949997,100.650002,99.419998,99.620003,37051200
2014-10-07,AAPL,99.43,100.120003,98.730003,98.75,42094200
2014-10-08,AAPL,98.760002,101.110001,98.309998,100.800003,57404700
2014-10-09,AAPL,101.540001,102.379997,100.610001,101.019997,77376500
2014-10-10,AAPL,100.690002,102.029999,100.300003,100.730003,66331600
2014-10-13,AAPL,101.330002,101.779999,99.809998,99.809998,53583400
2014-10-14,AAPL,100.389999,100.519997,98.57,98.75,63688600
2014-10-15,AAPL,97.970001,99.150002,95.18,97.540001,100933600
2014-10-16,AAPL,95.550003,97.720001,95.410004,96.260002,72154500
2014-10-17,AAPL,97.5,99.0,96.809998,97.669998,68179700
2014-10-20,AAPL,98.32,99.959999,98.220001,99.760002,77517300
2014-10-21,AAPL,103.019997,103.019997,101.269997,102.470001,94623900
2014-10-22,AAPL,102.839996,104.110001,102.599998,102.989998,68263100
2014-10-23,AAPL,104.080002,105.050003,103.629997,104.830002,71074700
2014-10-24,AAPL,105.18,105.489998,104.529999,105.220001,47053900
2014-10-27,AAPL,104.849998,105.480003,104.699997,105.110001,34187700
2014-10-28,AAPL,105.400002,106.739998,105.349998,106.739998,48060900
2014-10-29,AAPL,106.650002,107.370003,106.360001,107.339996,52687900
2014-10-30,AAPL,106.959999,107.349998,105.900002,106.980003,40654800
2014-10-31,AAPL,108.010002,108.040001,107.209999,108.0,44639300
2014-11-03,AAPL,108.220001,110.300003,108.010002,109.400002,52282600
2014-11-04,AAPL,109.360001,109.489998,107.720001,108.599998,41574400
2014-11-05,AAPL,109.099998,109.300003,108.129997,108.860001,37435900
2014-11-06,AAPL,108.599998,108.790001,107.800003,108.699997,34968500
2014-11-07,AAPL,108.75,109.32,108.550003,109.010002,33691500
2014-11-10,AAPL,109.019997,109.330002,108.669998,108.830002,27195500
2014-11-11,AAPL,108.699997,109.75,108.400002,109.699997,27442300
2014-11-12,AAPL,109.379997,111.43,109.370003,111.25,46942400
2014-11-13,AAPL,111.800003,113.449997,111.599998,112.82,59522900
2014-11-14,AAPL,113.150002,114.190002,111.209999,114.18,44063600
2014-11-17,AAPL,114.269997,117.279999,113.300003,113.989998,46746700
2014-11-18,AAPL,113.940002,115.690002,113.889999,115.470001,44224000
2014-11-19,AAPL,115.440002,115.739998,113.800003,114.669998,41869200
2014-11-20,AAPL,114.910004,116.860001,114.849998,116.309998,43395500
2014-11-21,AAPL,117.510002,117.57,116.029999,116.470001,57179300
2014-11-24,AAPL,116.849998,118.769997,116.620003,118.629997,47450800
2014-11-25,AAPL,119.07,119.75,117.449997,117.599998,68840400
2014-11-26,AAPL,117.940002,119.099998,117.830002,119.0,40768300
2014-11-28,AAPL,119.269997,119.400002,118.050003,118.93,24814400
2014-12-01,AAPL,118.809998,119.25,111.269997,115.07,83814000
2014-12-02,AAPL,113.5,115.75,112.75,114.629997,59348900
2014-12-03,AAPL,115.75,116.349998,115.110001,115.93,43063400
2014-12-04,AAPL,115.769997,117.199997,115.290001,115.489998,42044500
2014-12-05,AAPL,115.989998,116.080002,114.639999,115.0,38318900
2014-12-08,AAPL,114.099998,114.650002,111.620003,112.400002,57664900
2014-12-09,AAPL,110.190002,114.300003,109.349998,114.120003,60208000
2014-12-10,AAPL,114.410004,114.849998,111.540001,111.949997,44565300
2014-12-11,AAPL,112.260002,113.800003,111.339996,111.620003,41401700
2014-12-12,AAPL,110.459999,111.870003,109.580002,109.730003,56028100
2014-12-15,AAPL,110.699997,111.599998,106.349998,108.230003,67218100
2014-12-16,AAPL,106.370003,110.160004,106.260002,106.75,60790700
2014-12-17,AAPL,107.120003,109.839996,106.82,109.410004,53411800
2014-12-18,AAPL,111.870003,112.650002,110.660004,112.650002,59006200
2014-12-19,AAPL,112.260002,113.239998,111.660004,111.779999,88429800
2014-12-22,AAPL,112.160004,113.489998,111.970001,112.940002,45167500
2014-12-23,AAPL,113.230003,113.330002,112.459999,112.540001,26028400
2014-12-24,AAPL,112.580002,112.709999,112.010002,112.010002,14479600
2014-12-26,AAPL,112.099998,114.519997,112.010002,113.989998,33721000
2014-12-29,AAPL,113.790001,114.769997,113.699997,113.910004,27598900
2014-12-30,AAPL,113.639999,113.919998,112.110001,112.519997,29881500
2014-12-31,AAPL,112.82,113.129997,110.209999,110.379997,41403400
2015-01-02,AAPL,111.389999,111.440002,107.349998,109.330002,53204600
2015-01-05,AAPL,108.290001,108.650002,105.410004,106.25,64285500
2015-01-06,AAPL,106.540001,107.43,104.629997,106.260002,65797100
2015-01-07,AAPL,107.199997,108.199997,106.699997,107.75,40105900
2015-01-08,AAPL,109.230003,112.150002,108.699997,111.889999,59364500
2015-01-09,AAPL,112.669998,113.25,110.209999,112.010002,53699500
2015-01-12,AAPL,112.599998,112.629997,108.800003,109.25,49650800
2015-01-13,AAPL,111.43,112.800003,108.910004,110.220001,67091900
2015-01-14,AAPL,109.040001,110.489998,108.5,109.800003,48337000
2015-01-15,AAPL,110.0,110.059998,106.660004,106.82,60014000
2015-01-16,AAPL,107.029999,107.580002,105.199997,105.989998,78513300
2015-01-20,AAPL,107.839996,108.970001,106.5,108.720001,49899900
2015-01-21,AAPL,108.949997,111.059998,108.269997,109.550003,48575900
2015-01-22,AAPL,110.260002,112.470001,109.720001,112.400002,53796400
2015-01-23,AAPL,112.300003,113.75,111.529999,112.980003,46464800
2015-01-26,AAPL,113.739998,114.360001,112.800003,113.099998,55615000
2015-01-27,AAPL,112.419998,112.480003,109.029999,109.139999,95568700
2015-01-28,AAPL,117.629997,118.120003,115.309998,115.309998,146477100
2015-01-29,AAPL,116.32,119.190002,115.559998,118.900002,84436400
2015-01-30,AAPL,118.400002,120.0,116.849998,117.160004,83745500
2015-02-02,AAPL,118.050003,119.169998,116.080002,118.629997,62739100
2015-02-03,AAPL,118.5,119.089996,117.610001,118.650002,51915700
2015-02-04,AAPL,118.5,120.510002,118.309998,119.559998,70149700
2015-02-05,AAPL,120.019997,120.230003,119.25,119.940002,42246200
2015-02-06,AAPL,120.019997,120.25,118.449997,118.93,43706600
2015-02-09,AAPL,118.550003,119.839996,118.43,119.720001,38889800
2015-02-10,AAPL,120.169998,122.150002,120.160004,122.019997,62008500
2015-02-11,AAPL,122.769997,124.919998,122.5,124.879997,73561800
2015-02-12,AAPL,126.059998,127.480003,125.57,126.459999,74474500
2015-02-13,AAPL,127.279999,127.279999,125.650002,127.080002,54272200
2015-02-17,AAPL,127.489998,128.880005,126.919998,127.830002,63152400
2015-02-18,AAPL,127.629997,128.779999,127.449997,128.720001,44891700
2015-02-19,AAPL,128.479996,129.029999,128.330002,128.449997,37362400
2015-02-20,AAPL,128.619995,129.5,128.050003,129.5,48948400
2015-02-23,AAPL,130.020004,133.0,129.660004,133.0,70974100
2015-02-24,AAPL,132.940002,133.600006,131.169998,132.169998,69228100
2015-02-25,AAPL,131.559998,131.600006,128.149994,128.78999299999998,74711700
2015-02-26,AAPL,128.78999299999998,130.869995,126.610001,130.419998,91287500
2015-02-27,AAPL,130.0,130.570007,128.240005,128.46000700000002,62014800
